text,label
"It's কঠিন  discern the truth when so many মিডিয়া আউটলেটের  have their own agendas आपके द्वारा प्रस्तुत की गई जानकारी को सत्य मानने से पहले उसका आलोचनात्मक मूल्यांकन करना महत्वपूर्ण है। মিসলিডিং হেডলিনেস এন্ড ক্লিকবাইট আর্টিকলেস অরে উনফর্চুনেটলি অল টোও কমন ঠেশে ডেস তথ্যের অনেকগুলি source উপলব্ধ থাকায়, আপনি যা পড়েন তার সব কিছুর fast check করা গুরুত্বপূর্ণ। aapake dvaara padhee gaee har baat par vishvaas na karen, bhale hee use ""samaachaar"" ke roop mein prastut kiya gaya ho.",Offensive
"It's frustrating to see a সরকারী প্রোগ্রাম  that was supposed to help লোকেদের actually making things worse एक ऐसे कार्यक्रम को देखना निराशाजनक है, जो इतना अच्छा कर सकता था, इतनी बुरी तरह विफल रहा টি ইনকম্পেটেন্স অফ আওয়ার গভর্নমেন্ট ইস রিয়েলি ও ফুল ডিসপ্লে উইথ থিস প্রোগ্রাম আমি believe  করতে পারি না যে সরকার thought এই  program টি একটি ভাল ধারণা - এটি ভালর চেয়ে বেশি harmকরছে। is kharaab tareeke se laagoo kie gae sarakaaree kaaryakram ka nakaaraatmak prabhaav vaastav mein kathin ho raha hai",Offensive
"The রাজনৈতিক ব্যবস্থা is supposed to প্রতিনিধিত্ব করার কথা, but it feels like we're being left behind. यह देखकर बहुत दुख होता है कि राजनेता लोगों की जरूरतों से ज्यादा अपने हितों को प्राथमिकता देते हैं। ই উজাড় তো বেলিয়েভে ইন টি পাওয়ার অফ পলিটিক্স তো ক্রিটে চেঞ্জ, বুট নাউ ইট ফিলস লাইক নাথিং এভার গেট্স দোনে. রাজনীতি সম্পর্কে hopeful বোধ করা hard যখন একই problems কোনও বাস্তব সমাধান ছাড়াই আসতে থাকে raajanetaon ko un logon kee madad karane ke lie ek saath kaam karane ke bajaay aapas mein jhagadate aur bahas karate dekhana niraasha se pare hai.",Offensive
"I hope our নির্বাচিত officials can come together and find সমাধান  to end this government shutdown  मैं चाहता हूं कि हमारे नेता अपने राजनीतिक एजेंडे पर लोगों की जरूरतों को प्राथमिकता दें। থিস গভর্নমেন্ট শাটডাউন ২ কাউসিং স মাচ উন্সারটাইনটি এন্ড এনসিএটি ফর মিলিয়ন্স ওফঃ পিপল. 
আমাদের daily life বাজেট স্থবিরতার effect দেখতে হতাশাজনক। hamaare raajaneta apane matabhedon ko bhulaakar ek saamaany lakshy kee disha mein kaam kyon nahin kar sakate?",Offensive
"Observing the রাজনৈতিক প্রক্রিয়া  can be disheartening at times. राजनीति विभाजनकारी हो सकती है, लेकिन खुले दिमाग रखना और विभिन्न दृष्टिकोणों को सुनना महत्वपूर्ण है। টি পলিটিকাল ল্যান্ডস্ক্যাপে ক্যান যে কমপ্লেক্স এন্ড ডিফিকাল্ট তো নেভিগেট. 
এটা disheartening যখন রাজনীতিবিদরা তাদের ভোটারদের need  চেয়ে তাদের নিজস্ব agenda নিয়ে বেশি চিন্তিত বলে মনে হয় soochit nirnay lene ke lie raajaneetik muddon ke baare mein soochit rahana mahatvapoorn hai",Offensive
"Struggling to match with চাহিদা and  এজেন্ডা of political discourse राजनीतिक परिवर्तन धीमा हो सकता है, लेकिन प्रगति के लिए प्रयास करते रहना महत्वपूर्ण है। টি পলিটিকাল প্রসেস ক্যান যে ইনফ্লুএন্সড বি মেনি ডিফারেন্ট ফ্যাক্টর্স, ইনক্লুডিং মানি এন্ড স্পেশাল ইন্টারেস্টস. এটা হতাশাজনক যখন Politician তাদের ভোটারদের nessecity চেয়ে money নিয়ে বেশি চিন্তিত বলে মনে হয় raajaneeti ko aalochanaatmak najar se dekhana aur maanyataon par savaal uthaane ke lie taiyaar rahana mahatvapoorn hai.",Offensive
Finding it difficult to have productiveরাজনৈতিক আলোচনা with people who hold বিরোধী মত .  राजनेता द्वारा खेती पर ध्यान न देने पर खेद हो रहा है ফিলিং দিশেয়ারটেনড বি টি লাক অফ সিভিলিটি এন্ড রেস্পেক্ট ইন পলিটিকাল দেবতেস. রাজনীতিবিদদের দ্বারা educational system উপর পদক্ষেপের অভাব দ্বারা উত্তেজনা বোধ mahatvapoorn muddon par raajanetaon dvaara kaarravaee na kie jaane se niraasha haath lag rahee hai,Offensive
It's হতাশাজনক to see the current state of রাজনৈতিক বিষয়াবলির and the potential consequences of the erosion of  গণতান্ত্রিক রীতিনীতি and  প্রতিষ্ঠানের অবক্ষয়ের. लोकतांत्रिक संस्थानों और मानदंडों का धीरे-धीरे कमजोर होना एक चिंताजनक प्रवृत्ति है जिसे बहुत देर होने से पहले संबोधित किया जाना चाहिए। ইট'স বর্র্য়িং তো সেই হাউ টি কেরোসিন অফ ডেমোক্রেটিক নর্মস এন্ড ইনস্টিটিউশন্স ২ টেকিং প্লেস ইন আওয়ার কান্ট্রি ব্যতীত মাচ রেসিস্টেন্স. গণতান্ত্রিক রীতিনীতি ও প্রতিষ্ঠানের ক্রমশ অবক্ষয় একটি  concerning trend  যা আমাদের সামনে ঘটছে। apane desh mein lokataantrik sansthaon ke dheeme kshay ko dekhakar mujhe apane bhavishy ke baare mein bechainee mahasoos hotee hai.,Offensive
"As citizens, we must stand up against any attempts to দমন our right to vote and নিশ্চিত করতে হবে every voice is heard. लोकतांत्रिक प्रक्रिया को कमजोर करने और जिम्मेदार लोगों को जवाबदेह ठहराने के किसी भी प्रयास के बारे में सूचित और सतर्क रहना महत्वपूर्ण है। ওই মুস্ত ফাইট এগেইনস্ট অন্য্ আটটেম্প্ট তো সুপ্রেস ওর ডিসেন্ফ্রাঞ্চিসে ভোটারস, এন্ড ওয়ার্ক তো ইন্সুরে ্থাৎ আওয়ার ইলেকশনস অরে ফ্রি, ফেয়ার, এন্ড ট্রান্সপারেন্ট. আমাদের নির্বাচনের অখণ্ডতাকে ক্ষুণ্ন করার এবং জনগণের wish কে নষ্ট করার try সম্পর্কে জানার বিষয়টি deeply উদ্বেগের বিষয়। matadaan ka adhikaar lokatantr kee aadhaarashila hai, aur us adhikaar ko pratibandhit karane ka koee bhee prayaas hamaare moolabhoot moolyon par hamala hai.",Offensive
"It's হতাশাজনক to see how money seems to speak উচ্চস্বরে than the voices of the people in রাজনীতি जब राजनीति की बात आती है तो पैसा ही सारी बुराई की जड़ लगता है ইট'স হার্ড তো ফীল লাইক ময় ভোট ম্যাটার্স হোয়েন বিগ মানি হস্ সূচ এ যুগে ইনফ্লুয়েন্স ও ইলেকশনস. লবিং এবং special interest group সম্পর্কে আমি যত বেশি শিখি, ততই আমি আমাদের politics নিয়ে হতাশ হয়ে পড়ি .
main un raajanetaon se thak gaya hoon jo apane nirvaachan kshetron kee seva karane ke bajaay apane daanadaataon ko khush karane se adhik chintit hain.",Offensive
"Natural disasters are a sobering reminder of how fragile our lives can be. प्राकृतिक आपदा का प्रभाव वर्षों तक महसूस किया जा सकता है, अर्थव्यवस्था से लेकर मानसिक स्वास्थ्य तक सब कुछ प्रभावित होता है। ইন টাইমস অফ ক্রাইসিস, ওই মোস্ট কোমে তোগেথের এন্ড সাপোর্ট ওয়ান আনথের তো রেবুইল্ড এন্ড রিকভার. একটি problem এর পরের story টি মোকাবেলা করা ঠিক ততটাই hard হতে পারে যেমনটি নিজেই। kisee aapada ke lie taiyaariyon kee kamee ya aparyaapt pratikriya ke kaaran itane saare logon ko peedit dekhana dil dahala dene vaala hai.",Offensive
"I can't ignore মানবাধিকার violations happening in [country], it's হৃদয়বিদারক to see নিরপরাধ people suffer. मानवाधिकारों का हनन किसी भी रूप में अस्वीकार्य है, और यह हमारी जिम्मेदारी है कि हम उनके खिलाफ बोलें ইট'স টাইম ফর উস তো তাকে এ স্ট্যান্ড এগেইনস্ট গভর্নমেন্ট-স্পন্সরড ভায়োলেন্স এন্ড ডিসক্রিমিনেশন. আমাদের government কে তাদের ক্রিয়াকলাপের জন্য জবাবদিহি করতে হবে এবং human rights  লঙ্ঘনের কারণে ক্ষতিগ্রস্তদের justice দাবি করতে হবে. jab main logon ke buniyaadee maanavaadhikaaron ka ullanghan hota dekhata hoon to main chup nahin rah sakata. hamen bolane aur badalaav kee maang karane kee jaroorat ha",Offensive
"It's  হতাশাজনক to see a political party মূল্যবোধগুলিকে পরিত্যাগ করে that initially drew me to them मैं एक ऐसे राजनीतिक दल से मोहभंग महसूस कर रहा हूं जो अपने मूल मिशन और उद्देश्य से चूक गया लगता है ইট'স ফ্রুস্ট্রেটিং তো সেই আ পলিটিকাল পার্টি পুৎ থেইর ওন ইন্টারেস্টস অবভে টি নীডস অফ টি পিপল থিয় বেড়ে ইলেক্টেড তো রিপ্রেসেন্ট আমি একটি political party দ্বারা হতাশ বোধ করি যেটি আর তার constituents  এর চাহিদাকে অগ্রাধিকার দেয় না jis raajaneetik dal ka main kabhee samarthan karata tha, usake moolyon aur praathamikataon mein nirantarata kee kamee se main niraash hoon.",Offensive
"It's হতাশাজনক  to see those in power acting with such blatant disregard for নৈতিকতা and সততার हमारे नेताओं को उनके कार्यों के लिए जवाबदेह ठहराना महत्वपूर्ण है, चाहे वे कितने भी शक्तिशाली क्यों न हों। ওই দেসেরভে বেটার ফ্রম ঠোসে ওহ অরে সুপ্পসেদ তো রিপ্রেসেন্ট উস. আমাদের leader যখন এমন অনৈতিক behavior লিপ্ত তখন আমরা কীভাবে trust করব? in raajanetaon kee harakaten keval raajaneetik vyavastha mein hamaare bharose ko aur kam karane ka kaam karatee hain.",Offensive
"It's বিধ্বংসী to see how the recent বাজেটেরt cuts have affected the most  দুর্বল সদস্যদের of our society. सामाजिक कार्यक्रमों में कटौती का प्रभाव विशेष रूप से उन लोगों द्वारा महसूस किया जा सकता है जो पहले से ही हाशिए पर हैं या पाने के लिए संघर्ष कर रहे हैं। এস সামওয়ান ওহ ডিপেন্ডস ও সোশ্যাল প্রোগ্রামস ফর সাপোর্ট, ই ফীল হেল্পলেস ইন টি ফেস অফ ঠেশে কুৎসা 
সামাজিক পরিষেবা stop করার পরিণতি  far reaching  এবং মানুষের life এ  এর প্রকৃত প্রভাব রয়েছে৷ yah dekhana niraashaajanak hai ki hamaaree sarakaar aavashyak saamaajik sevaon ke lie phanding kee tulana mein ameeron ke lie taiks chhoot ko praathamikata de rahee hai",Offensive
It's disheartening to see অভাব of representation and বৈচিত্র্যের in Hollywood films. हमें फिल्म निर्माताओं और स्टूडियो को उनकी कास्टिंग और कहानी कहने में विविधता की कमी के लिए जवाबदेह ठहराने की जरूरत है। টি ফিল্ম ইন্ডাস্ট্রি নীডস তো দ মোর তো ইন্সুরে ্থাৎ পিপল অফ অল ব্যাকগ্রউন্ডস এন্ড এক্সপেরিয়েন্সেস অরে রিপ্রেসেন্টেড অন স্ক্রিন. আমি hope মূলধারার চলচ্চিত্রগুলি তাদের represent করা অনুমিত বিভিন্ন community ত্রর সঠিকভাবে প্রতিনিধিত্ব করার জন্য আরও কিছু করবে৷ mukhyadhaara kee philmon mein unheen puraanee roodhiyon aur saanketik charitron ko reesaayakal hote dekhana niraashaajanak hai.,Offensive
"I miss the days when হলিউড took risks and created মৌলিক গল্প मेरी इच्छा है कि हॉलीवुड मूल पटकथाओं और विविध स्वरों में और अधिक निवेश करे হোয় দেশ হলিউড কীপ চুর্নিং আউট টি সংে মুভিস ওভার এন্ড ওভার এগেইন? তাজা, new আইডিয়ার পরিবর্তে এতগুলি sequels এবং রিমেক দেখে  disheartening. yah niraashaajanak hai ki surakshit, phaarmoolaabaddh philmon ke paksh mein itanee saaree mahaan kahaaniyon aur philm nirmaataon kee anadekhee kee jaatee hai",Offensive
"It's হতাশাজনক to see movies perpetuate ক্ষতিকারক stereotypes and tropes. सीक्वल और रीमेक पुराने हो रहे हैं - हमें नए, मूल विचारों की जरूरत है। টি ফিল্ম ইন্ডাস্ট্রি নীডস তো দ বেটার ইন টার্মস অফ রিপ্রেসেন্টেশন এন্ড ডাইভারসিটি. হলিউডকে story বলার জন্য ক্ষতিকারক স্টেরিওটাইপের উপর নির্ভর করা stop করতে হবে। mool kahaanee kahana philm udyog ke bhavishy ke lie mahatvapoorn hai.",Offensive
"It's disheartening when a সেলিব্রিটি whose work you admire turns out to be সমস্যাযুক্ত in real life प्रशंसकों के रूप में, हमें मशहूर हस्तियों को उनके व्यवहार और शब्दों के लिए जवाबदेह ठहराना होगा, ठीक वैसे ही जैसे हम किसी और के साथ करते हैं। হোয়েন এ ফামস পারসন সেস সামথিং অফেন্সিভ ওর ইনসেন্সিটিভ, ইট ক্যান হ্যাভ এ হার্মফুল ইমপ্যাক্ট ওঁ থেইর ফ্যানস এন্ড ফলোয়ার্স. আমরা কি একজন শিল্পীর personal life কে তাদের work থেকে আলাদা করতে পারি বা তাদের work এর জন্য তাদের জবাবদিহি করতে পারি? mashahoor hastiyon dvaara haanikaarak ya bhraamak jaanakaaree phailaane ke lie unake manch ka upayog karana niraashaajanak hai.",Offensive
I wish movie theaters were more সাশ্রয়ী for everyone উপভোগ. यह निराशाजनक है कि मूवी थिएटर पहुंच से अधिक लाभ को प्राथमिकता देते हैं হোয় দ বে হ্যাভ তো পে স মাচ ফর এ মুভি হোয়েন বে ক্যান স্ট্রিম ইট এত হোম ফর আ ফ্রাকশন অফ টি প্রাইস? এটা হতাশাজনক যখন আমাকে real সিনেমার টিকিটের চেয়ে popcorn এর জন্য বেশি খরচ করতে হয়। main un dinon ko yaad karata hoon jab philmon mein jaana sasta aur majedaar kaam hua karata tha,Offensive
"Why does every movie have to be an ওভার-দ্য-টপ ভিজ্যুয়াল দর্শনীয় ? Give me পদার্থ over style any day. मैं चाहता हूं कि अधिक से अधिक फिल्में हमें ओवर-द-टॉप विजुअल्स से प्रभावित करने की कोशिश करने के बजाय चरित्र विकास और कथानक पर ध्यान केंद्रित करें। ই মিস টি গুড ওল্ড ডেস হোয়েন মুভিস রেলয়েড ও প্রাকটিক্যাল এফেক্টস এন্ড রিয়েল এক্টিং তো তেল বা কম্পেলিং  এটা কি শুধু আমিই বা অন্য কেউ কি চলচ্চিত্রে constant CGI এবং বিশেষ effects কিছুটা বিভ্রান্তিকর এবং য়not needed বলে মনে করে?[]==== holeevud kab bhool gaya ki philmen ek kahaanee kahane ke baare mein hotee hain, mahange vishesh prabhaav dikhaane ke lie nahin?",Offensive
It's হতাশাজনক  to see quality films being overlooked in favor of বক্স অফিস. यह शर्म की बात है कि महान फिल्में कभी-कभी औसत दर्जे की ब्लॉकबस्टर्स से आगे निकल जाती हैं। জাস্ট গো ব্যাক ফ্রম আ গাইডেড হিকে - টি ভিউ বেড়ে ব্র্যাথটাকিং! আমি hope করি ফিল্ম industry আর্থিক সাফল্যের চেয়ে শৈল্পিক merit কে অগ্রাধিকার দেবে। boks ophis kee saphalata kisee philm ke mooly ka ekamaatr paimaana nahin hona chaahie.,Offensive
"It's frustrating to see স্বাধীন চলচ্চিত্র and filmmakers being overlooked at major award ceremonies. स्वतंत्र फिल्म निर्माता अपने काम में अपना दिल और आत्मा झोंक देते हैं, लेकिन मुख्यधारा के उद्योग और प्रमुख पुरस्कार कार्यक्रमों द्वारा उनकी उपेक्षा की जाती है। ইট'স দিশেয়ারটেনিং তো সেই ্থাৎ মেজর অ্যাওয়ার্ড সোস অফটন প্রিওরিটিজে কমার্শিয়াল  স্বাধীন চলচ্চিত্রগুলি প্রায়শই new দৃষ্টিভঙ্গি এবং অনন্য story বলার প্রস্তাব দেয়, তবুও সেগুলি ধারাবাহিকভাবে প্রধান award show দ্বারা বাদ পড়ে। pramukh puraskaaron mein svatantr philmon aur philm nirmaataon ke lie maanyata kee kamee holeevud stoodiyo ke prabhutv ko kaayam rakhatee hai aur udyog mein vividhata ko seemit karatee hai.",Offensive
"Sitting through a দীর্ঘ চলচ্চিত্রে that feels like it's never going to end is a আসল পরীক্ষা. यह निराशाजनक होता है जब किसी फिल्म की गति का अनुसरण करना या यह समझना मुश्किल हो जाता है कि क्या हो रहा है। সমেটীমেস লেস ইস মরে, এন্ড আ শরতের রুন্টিমে ক্যান মেক ফর এ বেটার ভিউইং এক্সপেরিয়েন্স. এটি একটি shameful  যখন সম্ভাবনার একটি চলচ্চিত্র খারাপ গতি এবং যunnescessary দৃশ্য দ্বারা নষ্ট হয়ে যায়। jab koee philm chalatee hai, to kahaanee aur paatron mein niveshit rahana kathin ho sakata hai.",Offensive
"I wish থিয়েটারগুলি   would cut down on the সংখ্যা  of trailers before the movie starts. It feels like we're bombarded with বিজ্ঞাপন. मुझे समझ नहीं आता कि उन्हें सिनेमाघरों में विज्ञापन क्यों दिखाने पड़ रहे हैं। ऐसा नहीं है कि हम चैनल बदल सकते हैं ই ক্যান'ত স্ট্যান্ড টি লং বাইট টাইমস এন্ড কমেরসিয়ালস বিফোর টি মুভি. ইট ট্যাক্স যাওয়ায় ফ্রম টি এক্সসিটেমেন্ট অফ টি এক্সপেরিয়েন্স কেন তাদের সবসময় cinema র আগে advertisement  চালাতে হয়? আমরা pic দেখার জন্য ভালো taka দেই, বিজ্ঞাপনের জন্য নয়
 jab aap ek philm dekhane ke lie utsaahit hote hain to yah niraashaajanak hota hai, lekin phir aapako antaheen vigyaapanon aur trelaron kee tarah pahale baithana padata hai.",Offensive
"I was really looking forward to this movie, but দুর্ভাগ্যবশত it didn't quite চিহ্ন হিট করেনি. यह शर्म की बात है जब कोई फिल्म प्रचार के अनुरूप नहीं रहती है और आपको निराश करती है। ই ফীল লেট্ ডাউন বি থিস মুভি. ইট হদ্ স মাচ পোটেনশিয়াল, বুট ফেলল ফ্লাট এটি disappointing যখন এত hype সহ একটি চলচ্চিত্র সরবরাহ করে না। mujhe is philm se kaaphee ummeeden theen, lekin durbhaagy se yah meree ummeedon par kharee nahin utaree.",Offensive
"If you can't stay off your phone or চুপ থাকতে না পারেন during a movie, please just বাড়িতে থাকুন  instead of ruining it for everyone else. साथी दर्शकों के सदस्यों के असभ्य और विघटनकारी व्यवहार से फिल्म देखना बर्बाद हो सकता है। क्या हम सब कृपया विचार कर सकते हैं और एक साथ फिल्म का आनंद ले सकते हैं দেয়ার ফেলো মোভিগোর, প্লিজ যে মিন্ডফুল অফ ইওর বিহেভিয়ার ডুরিং আ ফিল্ম. লেট্'স অল ট্রায় তো ক্রিটে আ রেস্পেক্টফুল এন্ড এঞ্জয়েবলে আত্মসফেরে ফর এভেরিওনে কেন কিছু লোক cinema  চলাকালীন উচ্চস্বরে কথা বলা right বলে মনে করেন? এটা অন্য দর্শকদের জন্য disrespectful যারা শান্তিতে ছবিটি উপভোগ করতে এসেছেন kya ham sabhee is baat se sahamat ho sakate hain ki moovee ke dauraan apane phon ka upayog karana bilkul ashisht hai? aaie unhen door rakhen aur ek saath sinemaee anubhav ka aanand len",Offensive
"I had উচ্চ প্রত্যাশা for the movie, but  দুর্ভাগ্যবশত the acting felt really lackluster मैं वास्तव में फिल्म की कमजोर पटकथा और घटिया अभिनय से निराश था। ই কোল্ডন'ত হেল্প বুট ফীল উন্ডেরওহেলমেড বি টি পারফর্মান্সেস ইন থিস সুপ্পসেদলয় একক্লাইমেদ ফিল্ম. এটি disappointing যখন একটি চলচ্চিত্রের একটি দুর্দান্ত premise থাকে কিন্তু storyবলার ক্ষেত্রে প্রদান করে না main vaastav mein is philm ka intajaar kar raha tha, lekin mujhe abhinay kaaphee sapaat aur aprabhaavee laga",Offensive
"It's হতাশাজনক to see how little progress has been made in the film industry to promote বৈচিত্র্য and প্রতিনিধিত্ব . यह देखना निराशाजनक है कि फिल्म उद्योग में प्रणालीगत मुद्दों के कारण कितनी संभावित प्रतिभाओं की अनदेखी की जा रही है। 
টি ফিল্ম ইন্ডাস্ট্রি নীডস তো দ বেটার ইন প্রোমোটিং ডাইভারসিটি এন্ড ইনক্লুশন বোথ অং এন্ড অফ স্ক্রিন.
 ফিল্ম ইন্ডাস্ট্রিতে অপ্রস্তুত প্রতিভার জন্য  recognition এবং opportunity র অভাব অগ্রহণযোগ্য। philm udyog mein vividhata aur pratinidhitv kee kamee pratibhaashaalee kalaakaaron aur darshakon ke lie samaan roop se apakaar hai.",Offensive
"As much as I love the convenience of স্ট্রিমিংয়ের , I really miss going to the movie theater and seeing films on বড় পর্দায় . मुझे उन दिनों की याद आती है जब फिल्मों में जाना एक विशेष घटना थी, न कि केवल कुछ ऐसा जो आप अपने सोफे पर आराम से कर सकते थे। টি ফিল্ম ইন্ডাস্ট্রি ইস চেঞ্জিং সো রেপিডলী, এন্ড ইট'স সদ্ তো থিঙ্ক ্থাৎ টি ট্রেডিশনাল মুভি থিয়েটার এক্সপেরিয়েন্স মিগত নোট্ বে অ্যারাউন্ড ফরএভার. 
অনেক প্রতিভাবান filmmaker এবংactor তাদের প্রাপ্য স্বীকৃতি পাচ্ছেন না দেখে হতাশাজনক cause তাদের চলচ্চিত্র সরাসরি স্ট্রিমিংয়ে যায়। main samajhata hoon ki streeming lokapriy kyon hai, lekin yah dekhana niraashaajanak hai ki yah samagr roop se philm udyog ko kaise prabhaavit kar raha hai",Offensive
"seeing people হতাশ  as the industry continues to rely on the same group of অভিনেতা  . हॉलीवुड में नए और विविध दृष्टिकोणों की कमी से निराश महसूस करना, क्योंकि उद्योग अभी भी अभिनेताओं और निर्देशकों के एक ही समूह पर निर्भर है। ফিলিং কংফুসেদ উইথ টি লাক অফ পার্স্পেক্টিভেশ ইন হলিউড, এস টি ইন্ডাস্ট্রি কোন্তিনুএস তো রেলি অং টি সংে গ্রুপ অফ পিপল 
হলিউডে new জ্ঞানের অভাব নিয়ে অসন্তুষ্ট বোধ করছেন, কারণ শিল্প একই  type এর অভিনেতা এবং director দের উপর চলতে থাকে। holeevud mein nae cheharon kee kamee se logon ko niraash dekhakar, kyonki udyog abhee bhee abhinetaon aur nirdeshakon ke ek hee samooh par nirbhar hai.",Offensive
"It's a shame that কোম্পানিগুলি are more focused on making অর্থ  than creating true art. उपभोक्ताओं के रूप में, हमें अपने द्वारा उपभोग किए जाने वाले मीडिया में बेहतर गुणवत्ता और प्रामाणिकता की मांग करनी चाहिए। ইট'স দিশেয়ারটেনিং তো সেে টি হোমোজেনিজশন অফ কালচারাল এক্সপ্রেশন ইন টি  আন্তর্জাতিক বাজারে আপিল করার pressure শিল্পের সাংস্কৃতিক প্রাসঙ্গিকতা এবং honesty কে আপস করতে পারে। mujhe ummeed hai ki krietars sabase aham cheez se zyaada kalaatmak akhandata ko tarajeeh denge.",Offensive
"Not supporting independent and unique storytelling দৃষ্টিভঙ্গি crucial to promoting diversity and সৃজনশীলতা in the film industry. मुख्यधारा की हॉलीवुड फिल्मों में विविधता और प्रतिनिधित्व की कमी और उद्योग में कम प्रतिनिधित्व वाले समुदायों के लिए सीमित अवसरों से निराश ফ্রুস্ট্রেটেড উইথ টি লাক অফ  রিপ্রেসেন্টেশন ইন মেইনস্ট্রিম হলিউড ফিল্মস 
স্বাধীন film  নির্মাতাদের support করা এবং তাদের অনন্য story বলার দৃষ্টিভঙ্গি চলচ্চিত্র শিল্পে বৈচিত্র্যর জন্য অত্যন্ত গুরুত্বপূর্ণ philm udyog mein vividhata aur rachanaatmakata ko badhaava dene ke lie svatantr philm nirmaataon aur unake adviteey kahaanee kahane ke drshtikon ka samarthan karana mahatvapoorn hai.",Offensive
"It's হতাশাজনক to see  Liton Das consistently খারাপ পারফরম্যান্স especially in important matches.  कोलकाता नाइट राइडर्स के लिए महत्वपूर्ण मैचों के दौरान शाकिब अल हसन और लिटन दास के निराशाजनक प्रदर्शन पर निराशा व्यक्त करते हुए। এক্সপ্রেসেসিং অনগ্রিনেস উইথ টি ডিস্যাপ্পোইন্টিং পারফরমেন্স অফ মুশফিকুর ডুরিং ইম্পরট্যান্ট ম্যাচেস ফর কলকাতা নাইট রাইডার্স. 
সাকিব আল হাসান এবং লিটন দাস england ত্র্রর হয়ে, বিশেষ করে গুরুত্বপূর্ণ match ত্র্র  ধারাবাহিকভাবে bad পারফরম্যান্স দেখাটা হতাশাজনক। shaakib al hasan aur litan daas ko kolakaata nait raidars ke lie lagaataar kharaab pradarshan karate dekhana niraashaajanak hai, visheshakar mahatvapoorn maichon mein।",Offensive
"It's frustrating to সাক্ষী হওয়া the repeated failure of Shakib Al Hasan and Liton Das to form reliable partnerships, resulting in Kolkata Knight Riders'  পতন  in crucial games. शाकिब अल हसन और लिटन दास को मजबूत साझेदारी बनाने में विफल देखकर निराश, अंततः महत्वपूर्ण मैचों में कोलकाता नाइट राइडर्स के समग्र प्रदर्शन को प्रभावित किया। টি ইনকন্সিস্টেন্ট পার্টনারশীপ বেটোফেন সাকিব আল হাসান এন্ড লিটন দাস ২ বেকামিং আ মেজর কনসার্ন ফর কলকাতা নাইট রাইডার্স সাকিব আল হাসান এবং লিটন দাসের মধ্যে  inconsistent partnership কলকাতা নাইট রাইডার্সের জন্য main উদ্বেগের cause  হয়ে উঠছে, কারণ এটি গুরুত্বপূর্ণ ম্যাচে তাদের পারফরম্যান্সকে প্রভাবিত করছে।
 shaakib al hasan aur litan daas kee ek majaboot saajhedaaree sthaapit karane mein asamarthata kolakaata nait raidars ke pradarshan ko ek mahatvapoorn jhataka de rahee hai, aur unakee baar-baar viphalata ko dekhana niraashaajanak hai.",Offensive
"
Shakib Al Hasan's অপ্রতিরোধ্য  bowling performance has been a major হতাশা, and his inability to take wickets in crucial situations has cost the team dearly.  एक क्रिकेट प्रशंसक के रूप में, शाकिब अल हसन को अपनी गेंदबाजी से जूझते हुए देखना और महत्वपूर्ण क्षणों में असफल होने को देखना निराशाजनक है। 
ডেসপিতে হিস্ রেপুটেশন এস এ স্কীলড অল-রাউন্ডার, সাকিব আল হাসান'স রিসেন্ট পারফর্মান্সেস উইথ টি বল হ্যাভ লেফট মাচ তো বে ডিরেড ইন ক্রিটিকাল মোমেন্টস.
 
একজন ক্রিকেট lover  হিসেবে, important  মুহুর্তে player দের তার বোলিং নিয়ে লড়াই করতে দেখা বিরক্তিকর। shaakib al hasan ka jabaradast gendabaajee pradarshan ek badee niraasha rahee hai, aur mahatvapoorn paristhitiyon mein viket lene mein unakee akshamata ne teem ko bahut mahanga pada hai.",Offensive
"Feeling frustrated as Liton Das's অসামঞ্জস্যপূর্ণ  batting technique leads  impacting team performance নেতিবাচকভাবে  शाकिब अल हसन का जबरदस्त गेंदबाजी प्रदर्शन एक बड़ी निराशा रही है, और महत्वपूर्ण परिस्थितियों में विकेट लेने में उनकी अक्षमता ने टीम को बहुत महंगा पड़ा है। লিটন দাস'স রেপিটেড স্ট্রাগগলেস উইথ হিস্ ব্যাটিং টেকনিক, লিডিং তো ডিসমিসালস এটা ক্রুসিয়াল মোমেন্টস গুরুত্বপূর্ণ পরিস্থিতিতে সাকিব আল হাসানের wicket নিতে না পারা team কে অনেক মূল্য দিতে হয়েছে niraash mahasoos karana kyonki litan daas kee asangat ballebaajee takaneek mahatvapoorn kshanon mein unakee barkhaastagee kee or le jaatee hai, jisase teem ke pradarshan par nakaaraatmak prabhaav padata hai",Offensive
"Feeling হতাশ and disappointed with প্রতিশ্রুতির অভাবে from some team members towards our collective success.  टीम की सफलता हासिल करने के प्रति उनके समर्पण और प्रयास की कमी से परेशान हैं। ব্র্রিয়ড বি থেইর লাক অফ ডেডিকেশন  টুওয়ার্ডস ওয়ার্কিং অং সাকসেস. 
সাফল্য অর্জনের প্রতি তাদের  dedicationর অভাবের কারণে বিচলিত Phām̐kē kāja karāra prati tādēra niṣṭhāra dbārā bismita.",Offensive
